Incidence,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0,0.00511,-0.416,-0.467,-0.415,-2.92,0.669,0.68,-0.752,-1.8,1.29,-1.13,0.46,-0.32,-0.932,-1.98,0.943
0,-0.192,-0.657,0.0612,0.0458,-1.21,-0.215,-0.162,NA,-0.954,1.32,-1.26,-0.077,0.475,-0.427,-1,0.722
0,0.0904,0.173,-0.107,-0.0637,NA,0.146,0.258,2.24,1.25,0.104,2.51,0.964,-0.642,NA,1.49,-0.85
0,-0.0669,0.00285,-0.125,-0.0887,0.275,0.295,0.334,0.473,0.503,-0.504,-0.331,0.309,0.193,0.47,1.12,-0.0203
0,0.0468,0.141,0.0713,0.0708,0.381,-0.0105,0.0601,2.15,0.151,0.134,0.529,0.225,-0.632,2,1.23,NA
0,0.0121,0.16,-0.724,-0.613,0.574,0.139,0.124,NA,1.88,-0.906,0.969,0.429,-0.609,0.595,0.959,-0.355
0,-0.041,0.173,0.106,0.0922,0.185,0.0304,-0.0152,0.704,1.66,-1.81,-0.0298,0.164,0.00933,NA,0.875,-0.368
0,-0.0483,0.11,0.233,0.231,NA,-0.44,-0.595,-0.345,0.404,-0.713,0.487,-0.0312,-0.0846,-0.151,NA,-0.296
0,0.0443,0.214,0.857,0.755,NA,-1.34,-1.35,0.685,0.71,-0.508,1.15,-0.145,-0.462,0.973,0.916,-0.573
0,-0.188,-0.181,0.639,0.577,-2.63,-0.812,-0.817,-0.961,-1.85,0.729,-1.18,-0.531,0.861,-1.11,NA,0.0755
0,0.0787,0.148,0.604,0.528,0.251,-0.892,-0.852,-0.29,-0.262,1.11,-1.19,0.305,-0.469,-0.41,-0.868,-0.261
0,0.116,0.254,0.216,0.183,0.905,-0.578,-0.582,-0.358,0.685,-0.0813,1.03,0.0665,-0.828,-0.271,0.0127,0.0442
0,0.176,0.112,0.224,0.191,0.302,-0.589,-0.525,NA,-0.317,0.686,-0.728,-0.16,-0.647,1.82,1.22,-0.547
0,0.0493,0.126,0.333,0.296,0.592,0.346,0.15,0.085,-0.377,-0.722,0.193,0.841,0.107,0.229,-0.716,-0.144
0,-0.0467,0.0224,-0.557,-0.449,0.332,1.02,0.813,0.0277,0.355,0.911,0.713,-0.261,0.51,0.281,0.281,-0.2
0,-0.0337,0.0292,-0.189,-0.152,0.342,0.295,0.243,1.74,-0.0788,-0.748,-1.05,-1.05,0.933,1.32,0.721,-0.239
0,0.212,0.126,-0.164,-0.132,0.189,0.542,0.534,0.281,-0.548,0.0117,-1.18,-0.0891,0.364,0.031,NA,0.0501
0,0.0301,0.107,-0.152,-0.144,0.752,-0.0724,-0.0383,-1.05,-0.375,-0.527,-0.945,0.861,-0.288,-1.07,-0.836,0.855
0,0.169,0.274,0.123,0.107,NA,-0.208,-0.258,-1.19,-0.436,0.967,0.278,-0.2,-0.723,-1.24,0.036,-0.155
0,-0.0309,-0.294,0.743,0.645,-2.29,-1.11,-1.07,NA,-1.35,-0.729,-1.33,-0.34,0.124,-1.86,NA,-1.76
0,0.126,0.228,0.63,0.552,0.625,-1.13,-1.14,-1,-0.372,-0.459,0.0617,0.0378,-0.77,NA,-1.11,0.0835
0,-0.134,-0.117,0.9,0.788,-0.912,-1.69,-1.7,-1.39,-0.247,0.603,-0.167,0.313,-1.15,-1.46,-0.299,NA
0,0.072,0.187,0.057,0.0504,1.1,0.537,0.514,NA,-0.03,-0.688,-0.21,-0.0338,-0.343,-0.312,0.612,-0.153
0,0.0048,0.114,0.252,0.207,0.683,0.268,0.273,NA,0.111,0.421,-0.312,0.11,0.412,-0.533,-0.0124,0.223
0,-0.0508,0.135,-0.0716,-0.0556,0.24,0.121,-0.0088,-0.0358,1.1,-1.14,0.631,0.0929,-0.318,NA,0.104,0.151
0,-0.0713,0.163,-0.438,-0.392,0.908,0.506,0.575,-0.936,-0.45,0.768,0.763,0.219,-0.619,-0.888,0.0835,0.158
0,0.0108,0.164,0.418,0.354,0.385,-0.409,-0.452,-0.0587,1.66,-0.525,1.75,-0.232,-0.277,0.249,0.978,-1.01
0,-0.169,0.0798,-1.81,-1.55,0.303,2.07,1.96,0.466,0.309,-0.767,0.752,1.62,0.115,0.792,0.709,-0.444
0,0.0806,0.2,0.886,0.749,0.358,-1.36,-1.3,-0.0354,-0.207,-0.342,-0.409,-0.202,-0.172,-0.0597,-0.489,0.204
0,-0.0268,0.00963,-0.595,-0.535,0.335,1,0.93,-0.192,-0.118,-0.8,0.17,0.146,-0.98,0.00534,0.189,-0.543
0,-0.259,0.122,0.31,0.277,0.0989,-0.102,-0.138,-0.514,-1.34,0.139,0.431,0.186,0.282,-0.626,-1.78,0.876
0,-0.0404,0.183,0.0369,0.0422,0.742,-0.0891,-0.287,1.58,2.85,-0.884,0.638,-0.293,-0.117,1.96,1.59,-0.314
0,0.0657,0.15,0.601,0.528,NA,-0.571,-0.598,-0.408,0.604,-1.02,-0.742,-0.0687,-0.177,-0.396,NA,-0.0675
0,0.0989,0.13,0.0956,0.0728,0.618,0.139,0.182,-0.436,0.515,0.322,0.228,-0.627,-0.348,NA,0.253,0.382
0,0.02,0.119,0.492,0.41,NA,-0.624,-0.616,-0.116,1.89,-1.32,0.216,0.164,0.207,NA,1.05,0.218
0,-0.156,0.154,0.0167,0.0163,0.491,0.242,0.106,NA,0.198,-1.26,0.131,0.0139,0.296,0.529,0.465,-0.331
0,0.256,-0.109,0.173,0.157,-1.19,0.501,0.544,-0.213,-1.67,2.55,-1.32,0.216,0.12,-0.459,-1.14,-0.132
0,0.0446,0.165,0.597,0.522,0.47,-0.613,-0.526,NA,1.04,-0.211,0.467,-0.946,-0.69,2.97,NA,-0.828
0,0.0383,0.186,0.664,0.586,0.638,-0.806,-0.786,0.261,1.45,-0.812,0.68,-0.0746,-0.554,NA,1.02,-0.653
0,0.0184,0.156,-0.451,-0.396,0.896,-0.238,-0.279,NA,1.16,-1.24,0.728,-1.64,0.644,-0.938,0.961,-0.163
0,0.176,-0.223,0.228,0.199,-2.45,-0.803,-0.705,-1.67,-1.87,1.79,-0.541,-0.945,0.5,-1.74,0.229,-6.87
0,-0.326,-0.0946,0.408,0.341,0.188,-0.509,-0.322,0.305,1.39,-0.572,1.75,-1.26,0.786,0.372,NA,0.248
0,0.0512,0.187,0.126,0.0968,0.435,-0.779,-0.664,-0.331,0.724,-1.09,1.06,1.01,-0.764,-0.0856,-0.355,NA
0,-0.467,-0.168,-1.15,-1.06,0.371,1.06,1.08,-0.0167,0.899,-0.759,1.08,2.22,0.441,0.43,0.599,NA
0,-0.113,0.131,-0.316,-0.258,0.332,0.599,0.353,1.27,3.12,-1.36,1.2,0.653,0.126,1.85,1.73,-0.189
0,0.107,0.203,-0.353,-0.314,0.665,0.000212,0.138,-1.12,-0.0163,-1.06,0.351,-0.45,-0.419,-1,-0.777,1.11
0,-0.0722,0.117,-0.305,-0.236,NA,1.4,1.35,NA,-0.195,-0.131,0.103,-0.319,-0.174,0.405,0.958,-0.609
0,0.0307,0.0675,-0.383,-0.334,0.703,0.511,0.469,NA,-0.407,-0.655,-0.999,0.551,-0.0265,-0.595,-0.229,0.332
0,-0.01,-0.463,0.339,0.286,-2.18,-0.811,-0.74,-0.313,-1.49,2.89,-1.28,-0.0199,0.806,-0.555,NA,2.44
0,0.0812,0.221,0.345,0.282,0.141,-0.976,-0.849,0.114,1.12,-0.895,1.2,-0.294,-0.567,0.333,-0.308,-0.249
0,0.132,0.186,0.342,0.298,0.888,0.104,0.00287,-0.284,-0.525,0.163,0.627,0.0994,-0.479,-0.139,-0.0413,-0.511
0,-0.0353,0.153,-0.117,-0.12,-1.31,0.741,0.752,-1.91,-1.42,0.277,-0.665,0.61,-0.275,-1.96,-0.539,1.73
0,-0.129,0.0187,-0.201,-0.176,-0.755,0.512,0.553,-1.86,-1.65,0.242,-0.371,-0.613,0.162,-1.91,-0.463,-0.459
0,-0.123,0.134,-0.346,-0.286,0.711,0.605,0.553,-0.468,-0.586,-1.67,-0.758,-0.0516,0.756,NA,0.207,NA
0,0.0916,0.249,0.203,0.173,0.798,-0.551,-0.529,-0.108,0.497,-1.05,0.735,-0.397,-0.579,0.169,0.141,-0.167
0,0.0215,0.112,0.405,0.343,0.283,-0.176,-0.113,0.462,0.537,0.575,0.369,-0.765,-0.0708,0.414,-0.0111,-0.0356
0,-0.268,-0.128,0.0268,0.0346,-0.594,0.362,0.303,0.0794,-0.717,0.552,-0.913,0.502,0.335,NA,-0.913,0.0578
0,-0.0274,-0.148,0.346,0.27,-1.92,-1.14,-1.11,-1.93,-0.311,0.645,-0.67,-0.93,0.502,NA,-2.46,6.88
0,-0.149,0.0236,-0.333,-0.264,0.517,1.23,1.17,-0.189,0.469,-0.987,0.449,-0.242,-0.169,0.0145,NA,0.284
0,0.0692,0.173,-0.92,-0.797,0.687,0.0422,0.102,0.126,-0.0905,0.467,0.62,-0.121,-0.112,0.347,0.537,0.0178
0,-0.445,-0.0871,-0.608,-0.551,-0.188,0.286,0.414,0.533,1.01,0.0199,0.592,-0.558,0.573,NA,-0.33,-0.72
0,-0.04,0.153,-1.92,-1.68,0.275,2,2.23,-0.353,0.331,-0.185,1,-0.501,0.186,-0.304,NA,0.125
0,-0.438,-0.0787,0.313,0.23,0.366,-0.777,-0.569,-0.837,2.81,-0.652,1.22,-0.552,1.22,-0.673,-0.347,-0.332
0,-0.0451,-0.0384,-0.445,-0.4,NA,0.803,0.84,-0.42,0.295,-0.291,0.138,0.713,0.818,-0.452,-0.0185,0.355
0,0.159,0.133,0.285,0.262,0.488,0.405,0.363,-0.0318,-0.464,0.688,-0.873,0.596,0.213,-0.169,-0.0709,-0.244
0,-0.108,-0.0601,-0.164,-0.142,NA,0.236,0.256,0.867,0.222,-0.19,-0.817,-0.711,0.802,NA,0.356,0.212
0,-0.122,0.0692,-0.325,-0.282,0.546,0.603,0.569,-1.47,-1.62,-0.41,-0.283,-0.175,0.337,NA,-1.43,1.1
0,-0.0366,-0.0291,0.0428,0.0453,0.195,0.799,0.905,-1.02,-0.306,0.0956,-0.378,0.252,0.514,-0.999,-1.35,0.962
0,-0.108,0.0631,-0.282,-0.29,0.375,0.765,0.947,-0.947,2.23,0.012,3.07,0.373,0.566,-0.518,0.0604,0.121
0,0.0029,0.154,-0.18,-0.14,0.695,0.0267,0.0511,0.0243,-0.0757,-0.516,-0.111,-0.369,-0.246,0.127,0.521,0.00248
0,0.0121,0.188,0.0819,0.0794,0.756,-0.113,-0.0859,1.61,-0.556,0.975,-0.6,0.233,-0.595,1.3,0.967,-0.411
0,0.112,0.199,0.189,0.163,0.668,-0.819,-0.773,-0.172,-0.2,0.467,-0.732,0.197,-0.434,-0.312,NA,0.239
0,0.0155,0.209,0.686,0.587,0.159,-0.458,-0.482,NA,0.739,-1.65,0.278,-1.22,-0.216,1.03,0.3,-0.544
0,0.0237,0.12,0.193,0.166,NA,-0.115,-0.0758,1.88,-0.0842,1.02,-1.09,-0.0535,-0.368,NA,1.82,-0.495
0,-0.0372,0.0202,0.607,0.547,0.125,-0.382,-0.384,NA,-0.0128,0.776,0.251,0.0905,-0.215,-0.543,NA,0.206
0,0.16,-0.0287,0.771,0.669,NA,-1.57,-1.5,NA,-1.7,0.367,-0.976,-0.147,-0.157,-1.94,-2.32,NA
0,-0.369,-0.0302,-0.149,-0.134,-0.0112,0.961,1.02,0.739,1.48,-0.62,1.45,2.47,-0.661,1.35,0.885,-0.405
0,0.0695,0.0475,0.458,0.399,NA,-0.399,-0.364,NA,-0.316,0.327,-1.01,-0.26,0.0136,-0.539,0.112,0.637
0,0.0998,0.207,0.164,0.14,0.912,-0.206,-0.147,-0.225,-0.0614,-0.303,0.538,-0.316,-0.488,0.00842,0.0325,-0.252
0,0.102,0.0671,0.0879,0.0754,-0.163,-0.175,-0.137,0.496,0.252,-0.106,-0.573,-0.171,0.25,NA,0.592,0.0896
0,-0.0511,0.168,-1.74,-1.48,NA,1.49,1.39,0.578,-0.522,-0.698,-0.359,0.132,-0.152,0.656,0.647,0.04
0,-0.0542,0.00889,-0.0295,-0.0219,0.317,0.319,0.202,-0.762,-0.196,-0.899,-0.398,-0.716,-0.106,-0.746,-0.67,1.02
0,0.107,0.201,-0.0711,-0.0724,0.586,-0.152,-0.12,-0.372,0.665,-0.171,1.78,0.342,-1.03,-0.154,0.0656,-0.305
0,0.206,0.16,0.35,0.303,0.358,-0.628,-0.535,-0.3,-0.658,1.46,-1.04,0.027,-0.445,-0.451,-0.586,-0.291
0,-0.041,0.199,0.104,0.113,0.592,-0.403,-0.38,NA,0.119,-0.522,0.272,0.321,-0.177,-0.135,0.863,-0.278
0,0.0187,0.196,0.325,0.313,0.167,-0.581,-0.665,NA,0.55,-0.282,0.955,-0.844,-0.599,1.48,NA,-0.227
0,-0.0647,-0.415,0.58,0.507,-2.5,-0.819,-0.784,-1.12,-1.76,2.45,-1.32,-0.0524,0.708,NA,-1.6,NA
0,-0.119,0.0343,-0.137,-0.0923,0.562,0.738,0.587,-0.0649,1.04,-0.663,1.05,-0.17,0.386,0.121,0.452,-0.821
0,0.192,-0.142,-0.116,-0.115,NA,0.345,0.401,-0.624,-0.74,2.02,-0.999,-0.472,-0.074,-0.806,1.05,NA
0,0.0582,0.16,0.494,0.437,0.698,-0.786,-0.828,NA,0.526,-0.415,-0.299,0.233,-0.371,-0.18,0.474,0.433
0,-0.429,0.0351,-2.18,-1.86,-0.0145,4.18,3.91,1.35,3.3,-1.45,1.54,-1.22,0.39,2.07,NA,-0.469
0,-0.00941,0.0582,-0.681,-0.578,0.908,0.35,0.414,-0.184,-0.288,0.344,-0.68,0.232,-0.398,NA,0.083,0.646
0,-0.223,-0.122,0.142,0.128,-1,-0.71,-0.68,-1.66,-1.34,1.29,-0.608,-1.12,0.798,-1.72,-1.51,1.78
0,0.0683,0.192,-0.396,-0.333,0.744,0.328,0.269,0.754,0.571,-0.686,1.16,0.103,-0.388,0.877,1.31,NA
0,0.0566,0.0378,0.162,0.156,-1.32,-0.582,-0.608,-1.41,-1.86,1.39,-0.73,0.0655,-0.382,-1.49,-1.62,-0.174
0,0.132,0.186,0.396,0.335,0.439,-1.55,-1.47,-0.282,0.221,-0.0588,0.701,0.0645,-0.317,-0.328,-0.283,NA
0,0.0518,0.022,0.616,0.507,-1.95,-0.56,-0.525,NA,0.85,2.01,0.689,0.0258,0.178,-1.98,-3.14,4.06
0,0.222,0.0963,-0.595,-0.515,0.188,0.887,0.877,-0.416,-0.34,-0.52,-1.1,-0.563,0.0131,-0.475,-0.195,-0.0706
0,0.0256,0.0208,0.298,0.243,0.405,-0.211,-0.159,-0.719,0.478,-0.269,0.0146,-0.19,0.0602,-0.65,-0.0585,0.361
0,0.0351,0.145,-0.0414,-0.024,0.56,-0.469,-0.51,0.22,0.534,-0.49,0.278,0.238,-0.942,0.322,0.738,-0.2
0,0.201,0.137,-0.765,-0.639,0.697,1.51,1.51,0.472,0.215,0.402,-0.184,-0.655,-0.773,NA,0.265,-0.432
0,-0.199,-0.156,-0.376,-0.324,0.216,0.546,0.393,-0.952,2.01,-0.216,2.56,0.457,2.11,-0.703,NA,-0.77
0,-0.135,-0.0201,-0.301,-0.249,-0.0275,1.06,0.986,2.11,0.532,-0.975,-0.28,0.178,0.869,2.18,NA,0.34
0,-0.0404,0.0433,0.594,0.532,0.384,-0.686,-0.706,NA,0.332,0.164,-0.312,-0.229,0.187,1.15,NA,0.102
0,0.0215,0.169,0.204,0.146,-0.619,-0.235,-0.196,-1.57,-0.443,0.188,1.07,-0.119,0.0937,-1.6,-0.184,-1.62
0,0.0686,0.158,0.768,0.638,0.132,-0.564,-0.489,-0.0565,1.05,-0.57,2.27,0.0188,-0.233,0.377,-0.0444,-0.895
0,0.0856,0.0662,0.1,0.0886,0.332,-0.565,-0.535,-0.872,-0.654,0.324,-0.726,-0.0843,0.271,-0.952,0.0222,1.18
0,0.118,0.184,0.311,0.278,1.12,-0.245,-0.239,-0.0826,-0.129,1.41,-0.529,-0.0852,-0.355,-0.161,0.213,-9.91E-05
0,-0.00847,0.0837,-0.0888,-0.0683,0.49,-0.204,-0.193,0.171,-0.279,0.259,-0.255,-0.314,-0.0772,0.11,-0.0275,-0.277
0,-0.0877,-0.44,0.434,0.366,-2.84,-0.387,-0.342,-0.926,-1.79,2.05,-1.3,1.38,-0.561,-1.09,-2.33,NA
0,0.0518,-0.105,-0.123,-0.116,NA,0.295,0.307,1.8,-0.571,-0.621,-1.01,0.869,-0.27,1.36,0.319,0.435
0,0.118,0.231,0.686,0.599,0.97,-0.982,-1.02,-0.36,-0.0282,-0.503,0.569,-0.347,-0.637,-0.157,NA,-0.314
0,-0.179,-0.185,0.494,0.413,NA,-0.427,-0.411,-0.751,-0.0721,0.36,-1.03,0.596,0.165,-0.838,-0.368,1.29
0,0.14,0.257,0.935,0.804,0.294,-1.38,-1.33,0.18,1.76,-1.2,2.49,-0.147,-0.696,0.57,0.299,NA
0,0.0228,0.198,0.375,0.322,0.403,-0.491,-0.546,-0.232,0.401,-1.13,0.52,-0.509,-0.15,0.0786,0.293,-0.415
0,-0.000257,-0.328,-0.0651,-0.0632,-1.67,0.0055,0.0372,-0.692,-1.07,-0.113,-1.32,-0.134,0.643,-0.859,-1.63,1.74
0,0.0882,0.131,0.158,0.127,0.193,0.695,0.584,-0.454,0.0989,-0.44,-0.141,-0.134,-0.422,-0.298,0.682,NA
0,0.00953,0.11,0.813,0.72,0.242,0.954,1.25,-0.856,0.244,1.09,-0.462,-0.224,-0.382,-0.762,0.0656,0.256
0,0.17,-0.00946,0.445,0.393,0.0972,-0.882,-0.868,0.452,-0.533,-0.74,-1.19,0.462,-0.162,0.129,NA,0.426
0,-0.134,0.14,0.19,0.143,0.281,-0.854,-0.861,-0.065,-0.243,0.0023,0.794,-0.141,-0.123,0.085,0.0727,-0.581
0,0.129,0.153,0.556,0.479,0.313,-1.12,-1.07,0.341,-0.248,0.428,-1.2,0.0106,-0.241,0.12,0.476,-0.238
0,-0.143,-0.417,-0.253,-0.293,-2.24,-0.298,-0.197,0.0277,-1.81,0.821,-0.996,0.29,0.201,NA,-0.766,0.264
0,-0.165,0.0644,-0.895,-0.763,0.214,0.867,0.675,0.00368,0.956,-0.37,1.14,0.942,-0.671,0.246,0.036,0.135
0,0.0661,0.183,0.103,0.0855,NA,0.17,0.256,0.316,-0.698,0.167,-0.161,0.21,-0.3,0.291,0.668,-0.535
0,0.0282,0.0553,0.322,0.284,0.593,-1.16,-1.15,-0.869,-0.246,-0.235,0.322,-0.0413,-0.064,NA,-0.727,0.193
0,0.0973,-0.168,0.128,0.109,-1.72,0.264,0.25,NA,-1,1.14,-1.15,0.316,0.332,-0.96,-1.99,1.82
0,-0.103,0.13,0.202,0.161,0.259,0.301,0.418,1.38,0.209,-0.262,0.015,0.885,-0.917,1.29,0.945,-0.704
0,-0.00373,0.00889,-0.938,-0.808,0.479,0.874,0.887,-0.0977,-0.363,2.15,0.168,-0.193,-1.46,-0.314,0.207,NA
0,0.0768,0.198,0.945,0.823,0.432,-1.59,-1.54,0.762,1.19,-0.984,0.909,-0.181,-0.19,1.02,0.873,-0.397
0,-0.203,0.0846,0.256,0.256,0.151,-0.194,-0.261,NA,1.92,-0.733,0.86,0.186,-0.0734,3.19,NA,-0.739
0,0.103,0.197,0.845,0.725,0.742,-1.48,-1.45,-0.515,-0.0145,-0.0771,-0.561,0.158,-0.5,-0.51,-0.362,0.291
0,-0.0205,-0.11,-1.57,-1.33,0.299,3.4,3.42,NA,-0.302,0.948,-0.68,-0.965,1.22,0.188,-0.276,-0.433
0,-0.136,-0.0807,-0.634,-0.523,0.208,0.943,0.879,NA,-0.0659,-0.497,-0.375,-0.414,1,-0.233,-0.639,0.508
0,-0.223,-0.192,-0.185,-0.132,0.261,0.32,0.172,NA,-0.412,0.625,-0.517,0.852,-0.403,-0.164,-0.186,0.451
0,0.079,0.0753,-0.49,-0.451,0.277,0.791,0.898,-0.000115,-0.0869,-0.122,-0.817,0.412,0.335,NA,0.285,-0.211
0,0.0815,0.169,-0.561,-0.513,0.711,-0.994,-0.934,-0.803,0.141,-0.51,-0.308,-0.735,-0.587,-0.628,0.496,NA
0,-0.00152,0.192,0.119,0.109,0.174,-0.86,-0.787,NA,2.01,0.207,1.58,-0.679,-0.364,1.45,0.651,-1.13
0,0.13,0.214,1.22,1.06,0.25,-2.04,-1.99,0.173,-0.679,-0.562,-0.914,0.34,-0.763,-0.0421,-0.0761,0.976
0,-0.0391,-0.112,-0.929,-0.814,-0.0615,1.6,1.45,0.182,-0.611,0.749,-0.826,-0.735,0.745,NA,NA,-0.181
0,-0.149,-0.324,0.699,0.595,-2.75,-0.304,-0.262,-1.14,-1.97,1.53,-1.17,-0.431,0.201,-1.26,-0.688,1.25
0,-0.0148,-0.0993,0.288,0.219,-2.72,-0.677,-0.597,-1.31,-1.92,1.42,-0.865,-0.884,0.656,-1.42,-2.09,0.0268
0,0.19,0.234,-0.612,-0.521,0.471,0.675,0.61,1.02,0.591,-1.03,1.07,-0.0312,-0.669,NA,0.767,-0.828
0,-0.0508,-0.0885,0.457,0.393,0.586,0.866,0.82,-0.557,-0.582,0.16,-0.156,1.92,-0.911,NA,NA,0.768
0,0.0702,0.144,0.504,0.433,0.654,-0.602,-0.603,1.56,0.712,-1.34,-0.457,-0.598,-0.304,1.25,1.13,-0.692
0,-0.0921,0.195,0.395,0.337,0.563,-0.807,-0.733,0.733,1.92,-1.44,0.293,-0.171,-0.413,1.13,1.52,-0.785
0,0.0619,0.203,0.759,0.648,0.613,-0.829,-0.802,-0.566,0.196,-0.797,0.275,-0.0791,-0.546,-0.404,-0.327,0.16
0,0.0462,0.211,-0.155,-0.117,0.632,0.0921,0.105,0.685,1.11,-0.852,0.644,0.103,-0.694,1.15,NA,-0.907
0,0.00101,0.0555,0.285,0.221,0.211,-0.0677,-0.169,0.118,0.286,-0.42,0.926,0.868,-0.834,0.302,0.336,0.495
0,0.0146,0.117,0.368,0.332,-0.0373,-0.969,-0.943,-1.39,-0.809,-0.416,-0.636,0.352,-0.57,-1.38,NA,1.18
0,0.0143,0.19,0.0713,0.0555,0.594,-0.92,-0.853,0.141,0.444,0.000619,0.369,0.364,-0.504,0.337,0.481,-0.392
0,-0.261,0.105,-0.104,-0.129,0.0225,1.1,0.812,0.431,3.17,-0.878,4.09,0.735,0.0654,NA,0.768,NA
0,0.18,0.0423,0.164,0.137,0.654,-0.415,-0.36,-0.0922,-0.178,0.975,-0.931,0.0814,-0.297,-0.303,0.326,0.399
0,-0.0511,-0.12,-0.456,-0.371,-1.61,1.88,1.66,-1.35,-1.42,0.0386,0.00946,1.04,-0.196,-1.43,-0.411,-1.22
0,-0.0318,-0.165,0.307,0.256,NA,-0.33,-0.304,NA,-1.03,-0.635,-1.19,-1.32,0.895,-0.904,-0.698,0.406
0,0.194,0.0748,0.0802,0.0657,0.0901,0.207,0.233,-0.769,-0.461,0.923,-1.2,-0.098,0.247,-0.863,-1.47,0.578
0,-0.215,0.13,0.429,0.379,0.0361,-0.696,-0.72,0.156,1.88,0.162,2.82,-0.223,0.108,0.659,NA,NA
0,0.238,0.24,-0.43,-0.365,0.27,-0.103,-0.0853,0.074,0.89,-0.7,2.13,-0.508,-0.619,0.144,NA,NA
0,-0.0653,-0.0883,0.252,0.218,0.316,-0.588,-0.54,0.903,-0.0912,-0.153,-0.636,0.506,-0.527,0.678,-0.113,-0.000373
0,0.0102,0.189,0.213,0.19,0.0591,0.0413,0.0183,0.961,1.32,-0.95,0.805,-0.112,-0.194,1.27,NA,NA
0,0.0796,0.215,0.0303,0.0178,0.487,0.487,0.59,0.129,1.27,-1.01,1.98,0.677,-0.642,0.338,0.495,NA
0,-0.0135,-0.0168,-0.0195,-0.0515,0.587,1.11,1.15,-0.644,0.834,0.386,1.11,-0.677,0.384,NA,-0.438,0.961
0,-0.239,-0.67,0.725,0.633,-3.73,-0.986,-0.95,-1.49,-1.85,1.48,-1.4,0.105,0.276,NA,-1.6,NA
0,0.12,-0.0311,-0.185,-0.18,-0.0941,0.106,0.156,0.324,0.0049,1.06,-1.06,-0.5,0.236,NA,NA,0.215
0,-0.0726,0.0206,0.206,0.192,0.421,-0.259,-0.311,-0.21,-0.513,0.438,-0.601,0.139,-0.0403,-0.335,0.195,0.37
0,0.0913,0.252,0.998,0.856,0.841,-1.4,-1.33,-0.737,0.405,-0.687,0.547,-0.162,-0.672,-0.692,-0.576,0.116
0,0.0218,0.218,0.0879,0.0728,0.368,-0.226,-0.156,-0.155,2.78,-1.58,0.826,0.128,-0.446,NA,0.498,-0.0875
0,0.0225,-0.308,-0.536,-0.474,NA,0.363,0.395,-1.55,-1.84,0.33,-0.972,-0.234,0.189,-1.64,-1.69,0.0847
0,-0.17,0.0751,-0.388,-0.264,0.204,0.43,0.419,-1.08,-0.733,-0.372,0.677,0.765,-1.12,NA,1.87,-1.6
0,0.0541,0.138,-0.168,-0.15,-0.0511,-0.0386,0.0665,-1.18,-0.273,-0.0282,0.122,0.505,-0.697,-1.21,-0.235,-1.08
0,-0.216,0.219,-0.85,-0.758,-0.347,1.04,1.01,1.06,-0.229,-1.43,0.394,0.151,-0.349,NA,-0.0175,-0.645
0,-0.0865,0.0474,-0.964,-0.809,0.593,1.48,1.21,0.595,0.94,-0.781,0.266,-1.25,0.633,NA,0.769,-0.172
0,-0.224,-0.0551,-0.361,-0.35,0.726,0.465,0.519,-0.142,0.269,-0.038,-0.144,-1.18,0.839,-0.194,0.366,-0.0426
0,-0.0132,0.133,-0.104,-0.105,0.707,0.362,0.403,-0.608,0.214,-0.488,0.155,-0.319,-0.679,-0.502,0.515,0.476
0,0.104,0.18,0.19,0.155,0.39,-0.14,-0.123,-0.608,-0.111,-0.069,-0.412,0.343,-0.347,-0.508,NA,-0.161
0,0.148,-0.405,0.414,0.318,-1.9,-0.555,-0.458,NA,-1.03,1.84,-0.79,-0.233,0.102,-1.03,-0.329,NA
0,-0.0704,0.216,-1.17,-1.01,-0.01,1.26,1.28,0.144,0.887,-1.29,0.745,0.412,0.00388,0.301,NA,0.405
0,-0.11,0.0557,-1.87,-1.58,NA,3.04,2.98,NA,-0.205,-0.396,-0.172,-0.593,-0.115,0.25,0.215,NA
0,0.266,0.218,0.0861,0.0855,-0.0314,0.404,0.412,0.254,-0.0388,0.0164,-1.07,0.222,-0.307,0.16,-0.121,-0.444
0,-0.0912,0.124,0.174,0.157,-0.0596,0.356,0.188,NA,0.562,-0.799,1.48,-0.427,0.0385,1.26,0.00962,-0.755
0,-0.0662,0.0104,-0.152,-0.121,0.278,-0.0072,0.0466,0.836,-0.335,-0.385,-0.666,-0.582,0.516,0.543,-0.0506,NA
0,0.131,0.205,0.316,0.273,0.767,-0.278,-0.25,-0.357,-0.455,0.731,-0.442,-0.245,-0.439,-0.33,-0.354,0.0749
0,0.0206,0.141,0.376,0.333,0.706,-0.678,-0.645,0.393,0.47,-0.633,-0.364,-0.394,-0.106,0.5,1.35,NA
0,0.0878,0.229,0.323,0.278,0.789,-0.532,-0.507,-0.158,0.465,-0.894,-0.0827,0.0952,-0.337,-0.133,0.318,0.0513
0,-0.071,0.0487,-0.172,-0.146,0.611,0.653,0.613,-0.488,0.667,0.019,0.861,0.0767,0.48,NA,NA,-0.345
0,0.0414,0.199,0.205,0.179,0.144,-0.513,-0.509,0.142,0.904,-0.199,0.483,0.904,-0.0198,NA,NA,-0.225
0,-0.0688,0.0544,0.15,0.136,0.624,0.272,0.256,1.47,-0.325,0.978,-0.446,0.122,-0.505,NA,1.08,NA
0,0.0342,0.166,0.128,0.111,NA,-0.516,-0.61,NA,0.0788,-0.716,0.706,0.231,-0.615,NA,0.0165,-0.173
